client_id,emp_var_rate,cons_price_idx,euribor_three_months,number_employed,y
303,1.1,93.994,4.857,5191.0,no
304,1.1,93.994,4.857,5191.0,no
305,1.1,93.994,4.857,5191.0,no
306,1.1,93.994,4.857,5191.0,no
307,1.1,93.994,4.857,5191.0,no
308,1.1,93.994,4.857,5191.0,no
309,1.1,93.994,4.857,5191.0,no
310,1.1,93.994,4.857,5191.0,no
311,1.1,93.994,4.857,5191.0,no
312,1.1,93.994,4.857,5191.0,no
313,1.1,93.994,4.857,5191.0,no
314,1.1,93.994,4.857,5191.0,no
315,1.1,93.994,4.857,5191.0,no
316,1.1,93.994,4.857,5191.0,no
317,1.1,93.994,4.857,5191.0,no
318,1.1,93.994,4.857,5191.0,no
319,1.1,93.994,4.857,5191.0,no
320,1.1,93.994,4.857,5191.0,no
321,1.1,93.994,4.857,5191.0,no
322,1.1,93.994,4.857,5191.0,no
323,1.1,93.994,4.857,5191.0,no
324,1.1,93.994,4.857,5191.0,no
325,1.1,93.994,4.857,5191.0,no
326,1.1,93.994,4.857,5191.0,no
327,1.1,93.994,4.857,5191.0,no
328,1.1,93.994,4.857,5191.0,no
329,1.1,93.994,4.857,5191.0,no
330,1.1,93.994,4.857,5191.0,no
331,1.1,93.994,4.857,5191.0,no
332,1.1,93.994,4.857,5191.0,no
333,1.1,93.994,4.857,5191.0,no
334,1.1,93.994,4.857,5191.0,no
335,1.1,93.994,4.857,5191.0,no
336,1.1,93.994,4.857,5191.0,no
337,1.1,93.994,4.857,5191.0,no
338,1.1,93.994,4.857,5191.0,no
339,1.1,93.994,4.857,5191.0,no
340,1.1,93.994,4.857,5191.0,no
341,1.1,93.994,4.857,5191.0,no
342,1.1,93.994,4.857,5191.0,no
343,1.1,93.994,4.857,5191.0,no
344,1.1,93.994,4.857,5191.0,no
345,1.1,93.994,4.857,5191.0,no
346,1.1,93.994,4.857,5191.0,no
347,1.1,93.994,4.857,5191.0,no
348,1.1,93.994,4.857,5191.0,no
349,1.1,93.994,4.857,5191.0,no
350,1.1,93.994,4.857,5191.0,no
351,1.1,93.994,4.857,5191.0,no
352,1.1,93.994,4.857,5191.0,no
353,1.1,93.994,4.857,5191.0,no
354,1.1,93.994,4.857,5191.0,no
355,1.1,93.994,4.857,5191.0,no
356,1.1,93.994,4.857,5191.0,no
357,1.1,93.994,4.857,5191.0,no
358,1.1,93.994,4.857,5191.0,no
359,1.1,93.994,4.857,5191.0,no
360,1.1,93.994,4.857,5191.0,no
361,1.1,93.994,4.857,5191.0,no
362,1.1,93.994,4.857,5191.0,no
363,1.1,93.994,4.857,5191.0,no
364,1.1,93.994,4.857,5191.0,no
365,1.1,93.994,4.857,5191.0,no
366,1.1,93.994,4.857,5191.0,no
367,1.1,93.994,4.857,5191.0,no
368,1.1,93.994,4.857,5191.0,no
369,1.1,93.994,4.857,5191.0,no
370,1.1,93.994,4.857,5191.0,no
371,1.1,93.994,4.857,5191.0,no
372,1.1,93.994,4.857,5191.0,no
373,1.1,93.994,4.857,5191.0,no
374,1.1,93.994,4.857,5191.0,no
375,1.1,93.994,4.857,5191.0,no
376,1.1,93.994,4.857,5191.0,no
377,1.1,93.994,4.857,5191.0,no
378,1.1,93.994,4.857,5191.0,no
379,1.1,93.994,4.857,5191.0,no
380,1.1,93.994,4.857,5191.0,no
381,1.1,93.994,4.857,5191.0,no
382,1.1,93.994,4.857,5191.0,no
383,1.1,93.994,4.857,5191.0,no
384,1.1,93.994,4.857,5191.0,no
385,1.1,93.994,4.857,5191.0,no
386,1.1,93.994,4.857,5191.0,no
387,1.1,93.994,4.857,5191.0,no
388,1.1,93.994,4.857,5191.0,yes
389,1.1,93.994,4.857,5191.0,yes
390,1.1,93.994,4.857,5191.0,no
391,1.1,93.994,4.857,5191.0,no
392,1.1,93.994,4.857,5191.0,no
393,1.1,93.994,4.857,5191.0,no
394,1.1,93.994,4.857,5191.0,no
395,1.1,93.994,4.857,5191.0,no
396,1.1,93.994,4.857,5191.0,no
397,1.1,93.994,4.857,5191.0,no
398,1.1,93.994,4.857,5191.0,no
399,1.1,93.994,4.857,5191.0,no
400,1.1,93.994,4.857,5191.0,no
401,1.1,93.994,4.857,5191.0,no
402,1.1,93.994,4.857,5191.0,no
403,1.1,93.994,4.857,5191.0,no
404,1.1,93.994,4.857,5191.0,no
405,1.1,93.994,4.857,5191.0,no
406,1.1,93.994,4.857,5191.0,no
407,1.1,93.994,4.857,5191.0,no
408,1.1,93.994,4.857,5191.0,no
409,1.1,93.994,4.857,5191.0,no
410,1.1,93.994,4.857,5191.0,no
411,1.1,93.994,4.857,5191.0,no
412,1.1,93.994,4.857,5191.0,no
413,1.1,93.994,4.857,5191.0,no
414,1.1,93.994,4.857,5191.0,no
415,1.1,93.994,4.857,5191.0,no
416,1.1,93.994,4.857,5191.0,no
417,1.1,93.994,4.857,5191.0,no
418,1.1,93.994,4.857,5191.0,no
419,1.1,93.994,4.857,5191.0,no
420,1.1,93.994,4.857,5191.0,no
421,1.1,93.994,4.857,5191.0,no
422,1.1,93.994,4.857,5191.0,no
423,1.1,93.994,4.857,5191.0,no
424,1.1,93.994,4.857,5191.0,no
425,1.1,93.994,4.857,5191.0,no
426,1.1,93.994,4.857,5191.0,no
427,1.1,93.994,4.857,5191.0,no
428,1.1,93.994,4.857,5191.0,no
429,1.1,93.994,4.857,5191.0,no
430,1.1,93.994,4.857,5191.0,no
431,1.1,93.994,4.857,5191.0,no
432,1.1,93.994,4.857,5191.0,no
433,1.1,93.994,4.857,5191.0,no
434,1.1,93.994,4.857,5191.0,no
435,1.1,93.994,4.857,5191.0,no
436,1.1,93.994,4.857,5191.0,no
437,1.1,93.994,4.857,5191.0,no
438,1.1,93.994,4.857,5191.0,no
439,1.1,93.994,4.857,5191.0,no
440,1.1,93.994,4.857,5191.0,no
441,1.1,93.994,4.857,5191.0,no
442,1.1,93.994,4.857,5191.0,no
443,1.1,93.994,4.857,5191.0,no
444,1.1,93.994,4.857,5191.0,no
445,1.1,93.994,4.857,5191.0,no
446,1.1,93.994,4.857,5191.0,yes
447,1.1,93.994,4.857,5191.0,no
448,1.1,93.994,4.857,5191.0,no
449,1.1,93.994,4.857,5191.0,no
450,1.1,93.994,4.857,5191.0,no
451,1.1,93.994,4.857,5191.0,no
452,1.1,93.994,4.857,5191.0,no
453,1.1,93.994,4.857,5191.0,no
454,1.1,93.994,4.857,5191.0,no
455,1.1,93.994,4.857,5191.0,no
456,1.1,93.994,4.857,5191.0,no
457,1.1,93.994,4.857,5191.0,no
458,1.1,93.994,4.857,5191.0,no
459,1.1,93.994,4.857,5191.0,no
460,1.1,93.994,4.857,5191.0,no
461,1.1,93.994,4.857,5191.0,no
462,1.1,93.994,4.857,5191.0,no
463,1.1,93.994,4.857,5191.0,no
464,1.1,93.994,4.857,5191.0,no
465,1.1,93.994,4.857,5191.0,no
466,1.1,93.994,4.857,5191.0,no
467,1.1,93.994,4.857,5191.0,no
468,1.1,93.994,4.857,5191.0,no
469,1.1,93.994,4.857,5191.0,yes
470,1.1,93.994,4.857,5191.0,no
471,1.1,93.994,4.857,5191.0,no
472,1.1,93.994,4.857,5191.0,no
473,1.1,93.994,4.857,5191.0,no
474,1.1,93.994,4.857,5191.0,no
475,1.1,93.994,4.857,5191.0,no
476,1.1,93.994,4.857,5191.0,no
477,1.1,93.994,4.857,5191.0,no
478,1.1,93.994,4.857,5191.0,no
479,1.1,93.994,4.857,5191.0,no
480,1.1,93.994,4.857,5191.0,no
481,1.1,93.994,4.857,5191.0,no
482,1.1,93.994,4.857,5191.0,no
483,1.1,93.994,4.857,5191.0,no
484,1.1,93.994,4.857,5191.0,no
485,1.1,93.994,4.857,5191.0,no
486,1.1,93.994,4.857,5191.0,no
487,1.1,93.994,4.857,5191.0,no
488,1.1,93.994,4.857,5191.0,no
489,1.1,93.994,4.857,5191.0,no
490,1.1,93.994,4.857,5191.0,no
491,1.1,93.994,4.857,5191.0,no
492,1.1,93.994,4.857,5191.0,no
493,1.1,93.994,4.857,5191.0,no
494,1.1,93.994,4.857,5191.0,no
495,1.1,93.994,4.857,5191.0,no
496,1.1,93.994,4.857,5191.0,no
497,1.1,93.994,4.857,5191.0,no
498,1.1,93.994,4.857,5191.0,no
499,1.1,93.994,4.857,5191.0,no
500,1.1,93.994,4.857,5191.0,no
501,1.1,93.994,4.857,5191.0,no
502,1.1,93.994,4.857,5191.0,no
503,1.1,93.994,4.857,5191.0,no
504,1.1,93.994,4.857,5191.0,yes
505,1.1,93.994,4.857,5191.0,no
506,1.1,93.994,4.857,5191.0,no
507,1.1,93.994,4.857,5191.0,no
508,1.1,93.994,4.857,5191.0,no
509,1.1,93.994,4.857,5191.0,no
510,1.1,93.994,4.857,5191.0,no
511,1.1,93.994,4.857,5191.0,no
512,1.1,93.994,4.857,5191.0,no
513,1.1,93.994,4.857,5191.0,no
514,1.1,93.994,4.857,5191.0,no
515,1.1,93.994,4.857,5191.0,no
516,1.1,93.994,4.857,5191.0,no
517,1.1,93.994,4.857,5191.0,no
518,1.1,93.994,4.857,5191.0,no
519,1.1,93.994,4.857,5191.0,no
520,1.1,93.994,4.857,5191.0,no
521,1.1,93.994,4.857,5191.0,no
522,1.1,93.994,4.857,5191.0,no
523,1.1,93.994,4.857,5191.0,no
524,1.1,93.994,4.857,5191.0,no
525,1.1,93.994,4.857,5191.0,no
526,1.1,93.994,4.857,5191.0,no
527,1.1,93.994,4.857,5191.0,no
528,1.1,93.994,4.857,5191.0,no
529,1.1,93.994,4.857,5191.0,no
530,1.1,93.994,4.857,5191.0,no
531,1.1,93.994,4.857,5191.0,no
532,1.1,93.994,4.857,5191.0,no
533,1.1,93.994,4.857,5191.0,no
534,1.1,93.994,4.857,5191.0,no
535,1.1,93.994,4.857,5191.0,no
536,1.1,93.994,4.857,5191.0,no
537,1.1,93.994,4.857,5191.0,no
538,1.1,93.994,4.857,5191.0,no
539,1.1,93.994,4.857,5191.0,no
540,1.1,93.994,4.857,5191.0,no
541,1.1,93.994,4.857,5191.0,no
542,1.1,93.994,4.857,5191.0,no
543,1.1,93.994,4.857,5191.0,no
544,1.1,93.994,4.857,5191.0,no
545,1.1,93.994,4.857,5191.0,no
546,1.1,93.994,4.857,5191.0,no
547,1.1,93.994,4.857,5191.0,no
548,1.1,93.994,4.857,5191.0,no
549,1.1,93.994,4.857,5191.0,no
550,1.1,93.994,4.857,5191.0,no
551,1.1,93.994,4.857,5191.0,no
552,1.1,93.994,4.857,5191.0,no
553,1.1,93.994,4.857,5191.0,no
554,1.1,93.994,4.857,5191.0,no
555,1.1,93.994,4.857,5191.0,no
556,1.1,93.994,4.857,5191.0,yes
557,1.1,93.994,4.857,5191.0,no
558,1.1,93.994,4.857,5191.0,no
559,1.1,93.994,4.857,5191.0,no
560,1.1,93.994,4.857,5191.0,no
561,1.1,93.994,4.857,5191.0,no
562,1.1,93.994,4.857,5191.0,no
563,1.1,93.994,4.857,5191.0,no
564,1.1,93.994,4.857,5191.0,no
565,1.1,93.994,4.857,5191.0,no
566,1.1,93.994,4.857,5191.0,no
567,1.1,93.994,4.857,5191.0,no
568,1.1,93.994,4.857,5191.0,no
569,1.1,93.994,4.857,5191.0,no
570,1.1,93.994,4.857,5191.0,no
571,1.1,93.994,4.857,5191.0,no
572,1.1,93.994,4.857,5191.0,no
573,1.1,93.994,4.857,5191.0,no
574,1.1,93.994,4.857,5191.0,no
575,1.1,93.994,4.857,5191.0,no
576,1.1,93.994,4.857,5191.0,no
577,1.1,93.994,4.857,5191.0,no
578,1.1,93.994,4.857,5191.0,no
579,1.1,93.994,4.857,5191.0,no
580,1.1,93.994,4.857,5191.0,no
581,1.1,93.994,4.857,5191.0,no
582,1.1,93.994,4.857,5191.0,no
583,1.1,93.994,4.857,5191.0,no
584,1.1,93.994,4.857,5191.0,no
585,1.1,93.994,4.857,5191.0,no
586,1.1,93.994,4.857,5191.0,no
587,1.1,93.994,4.857,5191.0,no
588,1.1,93.994,4.857,5191.0,no
589,1.1,93.994,4.857,5191.0,no
590,1.1,93.994,4.857,5191.0,no
591,1.1,93.994,4.857,5191.0,no
592,1.1,93.994,4.857,5191.0,no
593,1.1,93.994,4.857,5191.0,no
594,1.1,93.994,4.857,5191.0,no
595,1.1,93.994,4.857,5191.0,no
596,1.1,93.994,4.857,5191.0,no
597,1.1,93.994,4.857,5191.0,no
598,1.1,93.994,4.857,5191.0,no
599,1.1,93.994,4.857,5191.0,no
600,1.1,93.994,4.857,5191.0,no
601,1.1,93.994,4.857,5191.0,no
602,1.1,93.994,4.857,5191.0,no
603,1.1,93.994,4.857,5191.0,no
604,1.1,93.994,4.857,5191.0,no
605,1.1,93.994,4.857,5191.0,no
606,1.1,93.994,4.857,5191.0,no
607,1.1,93.994,4.857,5191.0,no
608,1.1,93.994,4.857,5191.0,no
609,1.1,93.994,4.857,5191.0,no
610,1.1,93.994,4.857,5191.0,no
611,1.1,93.994,4.857,5191.0,no
612,1.1,93.994,4.857,5191.0,no
613,1.1,93.994,4.857,5191.0,no
614,1.1,93.994,4.857,5191.0,no
615,1.1,93.994,4.857,5191.0,no
616,1.1,93.994,4.857,5191.0,no
617,1.1,93.994,4.857,5191.0,no
618,1.1,93.994,4.857,5191.0,no
619,1.1,93.994,4.857,5191.0,no
620,1.1,93.994,4.857,5191.0,no
621,1.1,93.994,4.857,5191.0,no
622,1.1,93.994,4.857,5191.0,no
623,1.1,93.994,4.857,5191.0,no
624,1.1,93.994,4.857,5191.0,no
625,1.1,93.994,4.857,5191.0,no
626,1.1,93.994,4.857,5191.0,no
627,1.1,93.994,4.857,5191.0,no
628,1.1,93.994,4.857,5191.0,no
629,1.1,93.994,4.857,5191.0,no
630,1.1,93.994,4.857,5191.0,no
631,1.1,93.994,4.857,5191.0,no
632,1.1,93.994,4.857,5191.0,no
633,1.1,93.994,4.857,5191.0,no
634,1.1,93.994,4.857,5191.0,no
635,1.1,93.994,4.857,5191.0,no
636,1.1,93.994,4.857,5191.0,no
637,1.1,93.994,4.857,5191.0,no
638,1.1,93.994,4.857,5191.0,no
639,1.1,93.994,4.857,5191.0,no
640,1.1,93.994,4.857,5191.0,no
641,1.1,93.994,4.857,5191.0,no
642,1.1,93.994,4.857,5191.0,no
643,1.1,93.994,4.857,5191.0,no
644,1.1,93.994,4.857,5191.0,no
645,1.1,93.994,4.857,5191.0,no
646,1.1,93.994,4.857,5191.0,no
647,1.1,93.994,4.857,5191.0,no
648,1.1,93.994,4.857,5191.0,no
649,1.1,93.994,4.857,5191.0,no
650,1.1,93.994,4.857,5191.0,no
651,1.1,93.994,4.857,5191.0,no
652,1.1,93.994,4.857,5191.0,no
653,1.1,93.994,4.857,5191.0,no
654,1.1,93.994,4.857,5191.0,no
655,1.1,93.994,4.857,5191.0,no
656,1.1,93.994,4.857,5191.0,no
657,1.1,93.994,4.857,5191.0,no
658,1.1,93.994,4.857,5191.0,no
659,1.1,93.994,4.857,5191.0,no
660,1.1,93.994,4.857,5191.0,no
661,1.1,93.994,4.857,5191.0,no
